"Step","geocnn-4-4-8-8-8-4 - energy","geocnn-4-4-8-8-8-4 - energy__MIN","geocnn-4-4-8-8-8-4 - energy__MAX","geocnn-8-8-8-4-4 - energy","geocnn-8-8-8-4-4 - energy__MIN","geocnn-8-8-8-4-4 - energy__MAX","geocnn-8-8-8 - energy","geocnn-8-8-8 - energy__MIN","geocnn-8-8-8 - energy__MAX","cnn-8_4-4-1 - energy","cnn-8_4-4-1 - energy__MIN","cnn-8_4-4-1 - energy__MAX","cnn-4-4_8-1 - energy","cnn-4-4_8-1 - energy__MIN","cnn-4-4_8-1 - energy__MAX","cnn-4-4_1 - energy","cnn-4-4_1 - energy__MIN","cnn-4-4_1 - energy__MAX","cnn-8-8-8_4-4-1 - energy","cnn-8-8-8_4-4-1 - energy__MIN","cnn-8-8-8_4-4-1 - energy__MAX","cnn-8-8_4-4-1 - energy","cnn-8-8_4-4-1 - energy__MIN","cnn-8-8_4-4-1 - energy__MAX","cnn-4-4_8-8-8-1 - energy","cnn-4-4_8-8-8-1 - energy__MIN","cnn-4-4_8-8-8-1 - energy__MAX","cnn-4-4_8-8-1 - energy","cnn-4-4_8-8-1 - energy__MIN","cnn-4-4_8-8-1 - energy__MAX"
"40","-14.252979454035358","-14.252979454035358","-14.252979454035358","-14.260383859151142","-14.260383859151142","-14.260383859151142","-14.264823094908404","-14.264823094908404","-14.264823094908404","-14.275589507841735","-14.275589507841735","-14.275589507841735","-14.276251674357145","-14.276251674357145","-14.276251674357145","-14.27597048055509","-14.27597048055509","-14.27597048055509","-14.275767969238894","-14.275767969238894","-14.275767969238894","-14.275452853022912","-14.275452853022912","-14.275452853022912","-14.276248998785878","-14.276248998785878","-14.276248998785878","-14.27597803671916","-14.27597803671916","-14.27597803671916"
"41","-14.260434822691824","-14.260434822691824","-14.260434822691824","-14.265653784593297","-14.265653784593297","-14.265653784593297","-14.267332032060366","-14.267332032060366","-14.267332032060366","-14.277285379077089","-14.277285379077089","-14.277285379077089","-14.278093238371207","-14.278093238371207","-14.278093238371207","-14.277809939965483","-14.277809939965483","-14.277809939965483","-14.276565384224332","-14.276565384224332","-14.276565384224332","-14.276521192077928","-14.276521192077928","-14.276521192077928","-14.277930972260485","-14.277930972260485","-14.277930972260485","-14.276334185130438","-14.276334185130438","-14.276334185130438"
"42","-14.261178271796178","-14.261178271796178","-14.261178271796178","-14.261834334242003","-14.261834334242003","-14.261834334242003","-14.265827577247943","-14.265827577247943","-14.265827577247943","-14.275545452971766","-14.275545452971766","-14.275545452971766","-14.276575648777154","-14.276575648777154","-14.276575648777154","-14.27644406630569","-14.27644406630569","-14.27644406630569","-14.27611818347711","-14.27611818347711","-14.27611818347711","-14.275609304569896","-14.275609304569896","-14.275609304569896","-14.276407443575808","-14.276407443575808","-14.276407443575808","-14.277657441382","-14.277657441382","-14.277657441382"
"43","-14.261000583340207","-14.261000583340207","-14.261000583340207","-14.264919590919131","-14.264919590919131","-14.264919590919131","-14.269578199631006","-14.269578199631006","-14.269578199631006","-14.277794278680593","-14.277794278680593","-14.277794278680593","-14.277624226321096","-14.277624226321096","-14.277624226321096","-14.278025279558717","-14.278025279558717","-14.278025279558717","-14.277420779233356","-14.277420779233356","-14.277420779233356","-14.277085562811983","-14.277085562811983","-14.277085562811983","-14.277564007636183","-14.277564007636183","-14.277564007636183","-14.277062399839224","-14.277062399839224","-14.277062399839224"
"44","-14.260657462483346","-14.260657462483346","-14.260657462483346","-14.264046342277894","-14.264046342277894","-14.264046342277894","-14.26700973044895","-14.26700973044895","-14.26700973044895","-14.277077323800214","-14.277077323800214","-14.277077323800214","-14.278063403633075","-14.278063403633075","-14.278063403633075","-14.278048563719684","-14.278048563719684","-14.278048563719684","-14.277566879366503","-14.277566879366503","-14.277566879366503","-14.27669314424239","-14.27669314424239","-14.27669314424239","-14.27831154786416","-14.27831154786416","-14.27831154786416","-14.278237841489801","-14.278237841489801","-14.278237841489801"
"45","-14.264601100081249","-14.264601100081249","-14.264601100081249","-14.269410936610493","-14.269410936610493","-14.269410936610493","-14.267426733502859","-14.267426733502859","-14.267426733502859","-14.278009812830568","-14.278009812830568","-14.278009812830568","-14.278843936111244","-14.278843936111244","-14.278843936111244","-14.278815367886612","-14.278815367886612","-14.278815367886612","-14.278361650888964","-14.278361650888964","-14.278361650888964","-14.277803352872112","-14.277803352872112","-14.277803352872112","-14.278589111059826","-14.278589111059826","-14.278589111059826","-14.278761957377245","-14.278761957377245","-14.278761957377245"
"46","-14.264245454347716","-14.264245454347716","-14.264245454347716","-14.2670847733939","-14.2670847733939","-14.2670847733939","-14.268920549013462","-14.268920549013462","-14.268920549013462","-14.276989325410618","-14.276989325410618","-14.276989325410618","-14.278431025487867","-14.278431025487867","-14.278431025487867","-14.27813392909669","-14.27813392909669","-14.27813392909669","-14.278050912246712","-14.278050912246712","-14.278050912246712","-14.277281838083013","-14.277281838083013","-14.277281838083013","-14.27785013787177","-14.27785013787177","-14.27785013787177","-14.278123216343772","-14.278123216343772","-14.278123216343772"
"47","-14.26359656140848","-14.26359656140848","-14.26359656140848","-14.265848009486348","-14.265848009486348","-14.265848009486348","-14.2661690748327","-14.2661690748327","-14.2661690748327","-14.27890455862767","-14.27890455862767","-14.27890455862767","-14.279044594336387","-14.279044594336387","-14.279044594336387","-14.278820946829066","-14.278820946829066","-14.278820946829066","-14.278485185556477","-14.278485185556477","-14.278485185556477","-14.279010850105813","-14.279010850105813","-14.279010850105813","-14.278500595072906","-14.278500595072906","-14.278500595072906","-14.278457777439037","-14.278457777439037","-14.278457777439037"
"48","-14.262617732879363","-14.262617732879363","-14.262617732879363","-14.267106457150403","-14.267106457150403","-14.267106457150403","-14.269589811034141","-14.269589811034141","-14.269589811034141","-14.278912385257804","-14.278912385257804","-14.278912385257804","-14.279108004715315","-14.279108004715315","-14.279108004715315","-14.279147840957314","-14.279147840957314","-14.279147840957314","-14.278868849419645","-14.278868849419645","-14.278868849419645","-14.278352005292035","-14.278352005292035","-14.278352005292035","-14.278764282878786","-14.278764282878786","-14.278764282878786","-14.277959283447926","-14.277959283447926","-14.277959283447926"
"49","-14.267251559895074","-14.267251559895074","-14.267251559895074","-14.266876267016034","-14.266876267016034","-14.266876267016034","-14.266589283285843","-14.266589283285843","-14.266589283285843","-14.27748168891607","-14.27748168891607","-14.27748168891607","-14.27826423417309","-14.27826423417309","-14.27826423417309","-14.278149264038568","-14.278149264038568","-14.278149264038568","-14.278135404551797","-14.278135404551797","-14.278135404551797","-14.277833630742958","-14.277833630742958","-14.277833630742958","-14.278118176341483","-14.278118176341483","-14.278118176341483","-14.277878333018384","-14.277878333018384","-14.277878333018384"
"50","-14.267328845562744","-14.267328845562744","-14.267328845562744","-14.268052578412648","-14.268052578412648","-14.268052578412648","-14.26763402026831","-14.26763402026831","-14.26763402026831","-14.27816353541481","-14.27816353541481","-14.27816353541481","-14.278472332565286","-14.278472332565286","-14.278472332565286","-14.278686788414571","-14.278686788414571","-14.278686788414571","-14.278440829977528","-14.278440829977528","-14.278440829977528","-14.278552093294383","-14.278552093294383","-14.278552093294383","-14.278211501261701","-14.278211501261701","-14.278211501261701","-14.277564382615566","-14.277564382615566","-14.277564382615566"
"51","-14.264668744499286","-14.264668744499286","-14.264668744499286","-14.268436136031207","-14.268436136031207","-14.268436136031207","-14.268153830959356","-14.268153830959356","-14.268153830959356","-14.277905752014961","-14.277905752014961","-14.277905752014961","-14.27840317877364","-14.27840317877364","-14.27840317877364","-14.278693985048326","-14.278693985048326","-14.278693985048326","-14.278455423351996","-14.278455423351996","-14.278455423351996","-14.27810420810949","-14.27810420810949","-14.27810420810949","-14.278120806143956","-14.278120806143956","-14.278120806143956","-14.278554100129853","-14.278554100129853","-14.278554100129853"
"52","-14.264903895928521","-14.264903895928521","-14.264903895928521","-14.270016918846995","-14.270016918846995","-14.270016918846995","-14.27026087870576","-14.27026087870576","-14.27026087870576","-14.27931509996977","-14.27931509996977","-14.27931509996977","-14.28011324199546","-14.28011324199546","-14.28011324199546","-14.279828117571236","-14.279828117571236","-14.279828117571236","-14.279423461522928","-14.279423461522928","-14.279423461522928","-14.27927081437897","-14.27927081437897","-14.27927081437897","-14.279743658717312","-14.279743658717312","-14.279743658717312","-14.27854186239256","-14.27854186239256","-14.27854186239256"
"53","-14.26739116693523","-14.26739116693523","-14.26739116693523","-14.268374203619395","-14.268374203619395","-14.268374203619395","-14.267887177699974","-14.267887177699974","-14.267887177699974","-14.278505602393517","-14.278505602393517","-14.278505602393517","-14.278714115983357","-14.278714115983357","-14.278714115983357","-14.278716780113228","-14.278716780113228","-14.278716780113228","-14.278596763801579","-14.278596763801579","-14.278596763801579","-14.278945539139887","-14.278945539139887","-14.278945539139887","-14.278790947172581","-14.278790947172581","-14.278790947172581","-14.27944018137174","-14.27944018137174","-14.27944018137174"
"54","-14.267167829882624","-14.267167829882624","-14.267167829882624","-14.27373604063309","-14.27373604063309","-14.27373604063309","-14.268071938091857","-14.268071938091857","-14.268071938091857","-14.278106712963513","-14.278106712963513","-14.278106712963513","-14.2791612187062","-14.2791612187062","-14.2791612187062","-14.279155120296718","-14.279155120296718","-14.279155120296718","-14.278853696101397","-14.278853696101397","-14.278853696101397","-14.278609533182795","-14.278609533182795","-14.278609533182795","-14.2788447387163","-14.2788447387163","-14.2788447387163","-14.278720323091767","-14.278720323091767","-14.278720323091767"
"55","-14.270124205690582","-14.270124205690582","-14.270124205690582","-14.271905430621315","-14.271905430621315","-14.271905430621315","-14.271650323870698","-14.271650323870698","-14.271650323870698","-14.278910994281205","-14.278910994281205","-14.278910994281205","-14.279149188706368","-14.279149188706368","-14.279149188706368","-14.279271285449239","-14.279271285449239","-14.279271285449239","-14.278632482788028","-14.278632482788028","-14.278632482788028","-14.279073373922385","-14.279073373922385","-14.279073373922385","-14.279165086325087","-14.279165086325087","-14.279165086325087","-14.278477796414323","-14.278477796414323","-14.278477796414323"
"56","-14.268384766971867","-14.268384766971867","-14.268384766971867","-14.269016489310683","-14.269016489310683","-14.269016489310683","-14.269313928610778","-14.269313928610778","-14.269313928610778","-14.2782229302039","-14.2782229302039","-14.2782229302039","-14.278693002651728","-14.278693002651728","-14.278693002651728","-14.279009584047774","-14.279009584047774","-14.279009584047774","-14.27844257599114","-14.27844257599114","-14.27844257599114","-14.278153763234581","-14.278153763234581","-14.278153763234581","-14.278871234721388","-14.278871234721388","-14.278871234721388","-14.279040998374553","-14.279040998374553","-14.279040998374553"
"57","-14.268194407073711","-14.268194407073711","-14.268194407073711","-14.273416883394635","-14.273416883394635","-14.273416883394635","-14.271308513247096","-14.271308513247096","-14.271308513247096","-14.27853479100937","-14.27853479100937","-14.27853479100937","-14.279054872423409","-14.279054872423409","-14.279054872423409","-14.279004065113302","-14.279004065113302","-14.279004065113302","-14.278459341710285","-14.278459341710285","-14.278459341710285","-14.278897538398914","-14.278897538398914","-14.278897538398914","-14.279023905947682","-14.279023905947682","-14.279023905947682","-14.279348358517609","-14.279348358517609","-14.279348358517609"
"58","-14.272170219042518","-14.272170219042518","-14.272170219042518","-14.272816042126559","-14.272816042126559","-14.272816042126559","-14.272257680903351","-14.272257680903351","-14.272257680903351","-14.278350616452709","-14.278350616452709","-14.278350616452709","-14.278868058422816","-14.278868058422816","-14.278868058422816","-14.278828767158341","-14.278828767158341","-14.278828767158341","-14.279104291750581","-14.279104291750581","-14.279104291750581","-14.278500962974498","-14.278500962974498","-14.278500962974498","-14.278928224319666","-14.278928224319666","-14.278928224319666","-14.278880536590638","-14.278880536590638","-14.278880536590638"
"59","-14.26748316979133","-14.26748316979133","-14.26748316979133","-14.268866465282795","-14.268866465282795","-14.268866465282795","-14.270393576998854","-14.270393576998854","-14.270393576998854","-14.279535535250169","-14.279535535250169","-14.279535535250169","-14.279649219400415","-14.279649219400415","-14.279649219400415","-14.279641579321023","-14.279641579321023","-14.279641579321023","-14.279329537348897","-14.279329537348897","-14.279329537348897","-14.279367318837735","-14.279367318837735","-14.279367318837735","-14.279432323636746","-14.279432323636746","-14.279432323636746","-14.278379074267491","-14.278379074267491","-14.278379074267491"
"60","-14.269015660219452","-14.269015660219452","-14.269015660219452","-14.273731436512342","-14.273731436512342","-14.273731436512342","-14.270924099321098","-14.270924099321098","-14.270924099321098","-14.279250324531805","-14.279250324531805","-14.279250324531805","-14.279424899591735","-14.279424899591735","-14.279424899591735","-14.279559216355594","-14.279559216355594","-14.279559216355594","-14.278862751210486","-14.278862751210486","-14.278862751210486","-14.278999307745702","-14.278999307745702","-14.278999307745702","-14.279307572843834","-14.279307572843834","-14.279307572843834","-14.278236654884992","-14.278236654884992","-14.278236654884992"
"61","-14.267950377013983","-14.267950377013983","-14.267950377013983","-14.27160579587238","-14.27160579587238","-14.27160579587238","-14.270896226326533","-14.270896226326533","-14.270896226326533","-14.278694609364553","-14.278694609364553","-14.278694609364553","-14.278573443110613","-14.278573443110613","-14.278573443110613","-14.278613312342145","-14.278613312342145","-14.278613312342145","-14.278640656675371","-14.278640656675371","-14.278640656675371","-14.278186000984388","-14.278186000984388","-14.278186000984388","-14.279037511743116","-14.279037511743116","-14.279037511743116","-14.278768226308049","-14.278768226308049","-14.278768226308049"
"62","-14.269951341559757","-14.269951341559757","-14.269951341559757","-14.269018324727426","-14.269018324727426","-14.269018324727426","-14.26913082710228","-14.26913082710228","-14.26913082710228","-14.279523163549651","-14.279523163549651","-14.279523163549651","-14.2793404405292","-14.2793404405292","-14.2793404405292","-14.279515510245982","-14.279515510245982","-14.279515510245982","-14.279328596640275","-14.279328596640275","-14.279328596640275","-14.279355542964225","-14.279355542964225","-14.279355542964225","-14.27944327602035","-14.27944327602035","-14.27944327602035","-14.27867760203062","-14.27867760203062","-14.27867760203062"
"63","-14.26648118393266","-14.26648118393266","-14.26648118393266","-14.271884490036669","-14.271884490036669","-14.271884490036669","-14.270970212798723","-14.270970212798723","-14.270970212798723","-14.279181416031498","-14.279181416031498","-14.279181416031498","-14.279057698260752","-14.279057698260752","-14.279057698260752","-14.279312142180295","-14.279312142180295","-14.279312142180295","-14.27949291626924","-14.27949291626924","-14.27949291626924","-14.27935338723181","-14.27935338723181","-14.27935338723181","-14.27920611017101","-14.27920611017101","-14.27920611017101","-14.279198174035086","-14.279198174035086","-14.279198174035086"
"64","-14.271261141764075","-14.271261141764075","-14.271261141764075","-14.271546882705817","-14.271546882705817","-14.271546882705817","-14.272423244277046","-14.272423244277046","-14.272423244277046","-14.279359246042006","-14.279359246042006","-14.279359246042006","-14.279529311296493","-14.279529311296493","-14.279529311296493","-14.279470826897231","-14.279470826897231","-14.279470826897231","-14.279600444887109","-14.279600444887109","-14.279600444887109","-14.279453823666248","-14.279453823666248","-14.279453823666248","-14.279308769826152","-14.279308769826152","-14.279308769826152","-14.278898745232329","-14.278898745232329","-14.278898745232329"
"65","-14.271270140207871","-14.271270140207871","-14.271270140207871","-14.268067587594606","-14.268067587594606","-14.268067587594606","-14.270274868052761","-14.270274868052761","-14.270274868052761","-14.279206167377007","-14.279206167377007","-14.279206167377007","-14.279149652054166","-14.279149652054166","-14.279149652054166","-14.279331117165402","-14.279331117165402","-14.279331117165402","-14.278990513537599","-14.278990513537599","-14.278990513537599","-14.279795809683266","-14.279795809683266","-14.279795809683266","-14.278975701664434","-14.278975701664434","-14.278975701664434","-14.27855479757265","-14.27855479757265","-14.27855479757265"
"66","-14.270112998683869","-14.270112998683869","-14.270112998683869","-14.271818094129602","-14.271818094129602","-14.271818094129602","-14.270470314450314","-14.270470314450314","-14.270470314450314","-14.279503273731393","-14.279503273731393","-14.279503273731393","-14.279340202676913","-14.279340202676913","-14.279340202676913","-14.279414432057862","-14.279414432057862","-14.279414432057862","-14.279395932111715","-14.279395932111715","-14.279395932111715","-14.279233350925878","-14.279233350925878","-14.279233350925878","-14.279069671718922","-14.279069671718922","-14.279069671718922","-14.27887933649001","-14.27887933649001","-14.27887933649001"
"67","-14.273071441320976","-14.273071441320976","-14.273071441320976","-14.273276859878681","-14.273276859878681","-14.273276859878681","-14.274297501894704","-14.274297501894704","-14.274297501894704","-14.27922635192435","-14.27922635192435","-14.27922635192435","-14.279236186842592","-14.279236186842592","-14.279236186842592","-14.279328565841311","-14.279328565841311","-14.279328565841311","-14.279310852953394","-14.279310852953394","-14.279310852953394","-14.279299321974023","-14.279299321974023","-14.279299321974023","-14.27931783498013","-14.27931783498013","-14.27931783498013","-14.278784172115895","-14.278784172115895","-14.278784172115895"
"68","-14.269542433292985","-14.269542433292985","-14.269542433292985","-14.270792576996579","-14.270792576996579","-14.270792576996579","-14.27095843814989","-14.27095843814989","-14.27095843814989","-14.279775628736708","-14.279775628736708","-14.279775628736708","-14.27958519959104","-14.27958519959104","-14.27958519959104","-14.279857337731162","-14.279857337731162","-14.279857337731162","-14.279762290206682","-14.279762290206682","-14.279762290206682","-14.279794386986858","-14.279794386986858","-14.279794386986858","-14.279802346930829","-14.279802346930829","-14.279802346930829","-14.278919102907594","-14.278919102907594","-14.278919102907594"
"69","-14.273940049660784","-14.273940049660784","-14.273940049660784","-14.272574391954832","-14.272574391954832","-14.272574391954832","-14.272131140719868","-14.272131140719868","-14.272131140719868","-14.279309245528925","-14.279309245528925","-14.279309245528925","-14.2795083203033","-14.2795083203033","-14.2795083203033","-14.279424177687947","-14.279424177687947","-14.279424177687947","-14.279478118504391","-14.279478118504391","-14.279478118504391","-14.279344351788026","-14.279344351788026","-14.279344351788026","-14.279487612684314","-14.279487612684314","-14.279487612684314","-14.278740552565342","-14.278740552565342","-14.278740552565342"
"70","-14.26754903833321","-14.26754903833321","-14.26754903833321","-14.27256368359661","-14.27256368359661","-14.27256368359661","-14.274072150685106","-14.274072150685106","-14.274072150685106","-14.278819838317563","-14.278819838317563","-14.278819838317563","-14.278858792312285","-14.278858792312285","-14.278858792312285","-14.279115077272202","-14.279115077272202","-14.279115077272202","-14.279090311137626","-14.279090311137626","-14.279090311137626","-14.278808398565854","-14.278808398565854","-14.278808398565854","-14.279013584467661","-14.279013584467661","-14.279013584467661","-14.279287060785139","-14.279287060785139","-14.279287060785139"
"71","-14.27384584316963","-14.27384584316963","-14.27384584316963","-14.274825443714565","-14.274825443714565","-14.274825443714565","-14.273643828656343","-14.273643828656343","-14.273643828656343","-14.279827751852626","-14.279827751852626","-14.279827751852626","-14.279391011318936","-14.279391011318936","-14.279391011318936","-14.279646920329647","-14.279646920329647","-14.279646920329647","-14.279104118722223","-14.279104118722223","-14.279104118722223","-14.279167994730882","-14.279167994730882","-14.279167994730882","-14.279210403890229","-14.279210403890229","-14.279210403890229","-14.279480476381252","-14.279480476381252","-14.279480476381252"
"72","-14.270108898243555","-14.270108898243555","-14.270108898243555","-14.271884377525234","-14.271884377525234","-14.271884377525234","-14.271359702537124","-14.271359702537124","-14.271359702537124","-14.278661647409082","-14.278661647409082","-14.278661647409082","-14.278623513344428","-14.278623513344428","-14.278623513344428","-14.278608626376773","-14.278608626376773","-14.278608626376773","-14.279067220796179","-14.279067220796179","-14.279067220796179","-14.278765048998268","-14.278765048998268","-14.278765048998268","-14.278598002495869","-14.278598002495869","-14.278598002495869","-14.277992640877223","-14.277992640877223","-14.277992640877223"
"73","-14.273142208676857","-14.273142208676857","-14.273142208676857","-14.27284711064745","-14.27284711064745","-14.27284711064745","-14.271958020412933","-14.271958020412933","-14.271958020412933","-14.278717693701122","-14.278717693701122","-14.278717693701122","-14.279094929172205","-14.279094929172205","-14.279094929172205","-14.278919066563144","-14.278919066563144","-14.278919066563144","-14.278855263009454","-14.278855263009454","-14.278855263009454","-14.279229339999029","-14.279229339999029","-14.279229339999029","-14.278828102588943","-14.278828102588943","-14.278828102588943","-14.27835975567892","-14.27835975567892","-14.27835975567892"
"74","-14.267839191335126","-14.267839191335126","-14.267839191335126","-14.271760864321891","-14.271760864321891","-14.271760864321891","-14.271015776172675","-14.271015776172675","-14.271015776172675","-14.279455680714623","-14.279455680714623","-14.279455680714623","-14.279221150821396","-14.279221150821396","-14.279221150821396","-14.279180547130622","-14.279180547130622","-14.279180547130622","-14.27923443223489","-14.27923443223489","-14.27923443223489","-14.279300384004507","-14.279300384004507","-14.279300384004507","-14.279489197736666","-14.279489197736666","-14.279489197736666","-14.279556680910868","-14.279556680910868","-14.279556680910868"
"75","-14.269931283155259","-14.269931283155259","-14.269931283155259","-14.273635057884032","-14.273635057884032","-14.273635057884032","-14.27265537566706","-14.27265537566706","-14.27265537566706","-14.279338887482336","-14.279338887482336","-14.279338887482336","-14.279280974345719","-14.279280974345719","-14.279280974345719","-14.279290535447233","-14.279290535447233","-14.279290535447233","-14.279585342771025","-14.279585342771025","-14.279585342771025","-14.279500033543451","-14.279500033543451","-14.279500033543451","-14.279505741362037","-14.279505741362037","-14.279505741362037","-14.279192976183893","-14.279192976183893","-14.279192976183893"
"76","-14.271135139001867","-14.271135139001867","-14.271135139001867","-14.2716703530324","-14.2716703530324","-14.2716703530324","-14.273654904324292","-14.273654904324292","-14.273654904324292","-14.279290619663216","-14.279290619663216","-14.279290619663216","-14.279130145824762","-14.279130145824762","-14.279130145824762","-14.279091293805646","-14.279091293805646","-14.279091293805646","-14.27933409219357","-14.27933409219357","-14.27933409219357","-14.27931886269352","-14.27931886269352","-14.27931886269352","-14.278908550383047","-14.278908550383047","-14.278908550383047","-14.279270322780263","-14.279270322780263","-14.279270322780263"
"77","-14.274465015156064","-14.274465015156064","-14.274465015156064","-14.272832191825103","-14.272832191825103","-14.272832191825103","-14.272813188278787","-14.272813188278787","-14.272813188278787","-14.279136340730343","-14.279136340730343","-14.279136340730343","-14.279048150570809","-14.279048150570809","-14.279048150570809","-14.279147072754911","-14.279147072754911","-14.279147072754911","-14.27922661740503","-14.27922661740503","-14.27922661740503","-14.27933249880154","-14.27933249880154","-14.27933249880154","-14.279582052699807","-14.279582052699807","-14.279582052699807","-14.279137023391046","-14.279137023391046","-14.279137023391046"
"78","-14.27298886865115","-14.27298886865115","-14.27298886865115","-14.273986543875274","-14.273986543875274","-14.273986543875274","-14.271484930826691","-14.271484930826691","-14.271484930826691","-14.278807091373405","-14.278807091373405","-14.278807091373405","-14.27862142806051","-14.27862142806051","-14.27862142806051","-14.278766742055362","-14.278766742055362","-14.278766742055362","-14.278901065537713","-14.278901065537713","-14.278901065537713","-14.278918025154272","-14.278918025154272","-14.278918025154272","-14.279058761152204","-14.279058761152204","-14.279058761152204","-14.27910934219407","-14.27910934219407","-14.27910934219407"
"79","-14.272481334032054","-14.272481334032054","-14.272481334032054","-14.273169375622226","-14.273169375622226","-14.273169375622226","-14.270331029102042","-14.270331029102042","-14.270331029102042","-14.27918904940125","-14.27918904940125","-14.27918904940125","-14.279196578707477","-14.279196578707477","-14.279196578707477","-14.27946314413321","-14.27946314413321","-14.27946314413321","-14.278865270987746","-14.278865270987746","-14.278865270987746","-14.278913751572219","-14.278913751572219","-14.278913751572219","-14.279461895185996","-14.279461895185996","-14.279461895185996","-14.278971114620227","-14.278971114620227","-14.278971114620227"
"80","","","","","","","-14.273881908393978","-14.273881908393978","-14.273881908393978","-14.279180597882835","-14.279180597882835","-14.279180597882835","-14.279297438589527","-14.279297438589527","-14.279297438589527","-14.279406774189155","-14.279406774189155","-14.279406774189155","-14.279496770170836","-14.279496770170836","-14.279496770170836","-14.279827596904948","-14.279827596904948","-14.279827596904948","-14.279303012638792","-14.279303012638792","-14.279303012638792","-14.27893070653597","-14.27893070653597","-14.27893070653597"
"81","","","","","","","-14.270606935796156","-14.270606935796156","-14.270606935796156","-14.279017270924548","-14.279017270924548","-14.279017270924548","-14.278824959079445","-14.278824959079445","-14.278824959079445","-14.278846521302842","-14.278846521302842","-14.278846521302842","-14.279274040893423","-14.279274040893423","-14.279274040893423","-14.278847680558847","-14.278847680558847","-14.278847680558847","-14.279422158592906","-14.279422158592906","-14.279422158592906","-14.27899730740267","-14.27899730740267","-14.27899730740267"
"82","","","","","","","-14.273594595533389","-14.273594595533389","-14.273594595533389","-14.278811731292947","-14.278811731292947","-14.278811731292947","-14.27874915343471","-14.27874915343471","-14.27874915343471","-14.278615361874667","-14.278615361874667","-14.278615361874667","-14.278671818884362","-14.278671818884362","-14.278671818884362","-14.27854890860814","-14.27854890860814","-14.27854890860814","-14.279209171345883","-14.279209171345883","-14.279209171345883","-14.278925655186484","-14.278925655186484","-14.278925655186484"
"83","","","","","","","-14.271028221276284","-14.271028221276284","-14.271028221276284","-14.278806377319064","-14.278806377319064","-14.278806377319064","-14.278784841958366","-14.278784841958366","-14.278784841958366","-14.278886238549045","-14.278886238549045","-14.278886238549045","-14.278436328805885","-14.278436328805885","-14.278436328805885","-14.27861660816505","-14.27861660816505","-14.27861660816505","-14.278545120483393","-14.278545120483393","-14.278545120483393","-14.279523893398872","-14.279523893398872","-14.279523893398872"
"84","","","","","","","-14.274214687094274","-14.274214687094274","-14.274214687094274","-14.279397551298954","-14.279397551298954","-14.279397551298954","-14.279135591536575","-14.279135591536575","-14.279135591536575","-14.278855427326127","-14.278855427326127","-14.278855427326127","-14.278969204624477","-14.278969204624477","-14.278969204624477","-14.27928138988701","-14.27928138988701","-14.27928138988701","-14.279059796309097","-14.279059796309097","-14.279059796309097","-14.278475978107005","-14.278475978107005","-14.278475978107005"
"85","","","","","","","-14.274637631885922","-14.274637631885922","-14.274637631885922","-14.279536034795768","-14.279536034795768","-14.279536034795768","-14.279501670438812","-14.279501670438812","-14.279501670438812","-14.27933165469502","-14.27933165469502","-14.27933165469502","-14.279472639239795","-14.279472639239795","-14.279472639239795","-14.27955348340655","-14.27955348340655","-14.27955348340655","-14.279304183623193","-14.279304183623193","-14.279304183623193","-14.278359390528284","-14.278359390528284","-14.278359390528284"
"86","","","","","","","-14.270010283108935","-14.270010283108935","-14.270010283108935","-14.279043490018994","-14.279043490018994","-14.279043490018994","-14.279109200669446","-14.279109200669446","-14.279109200669446","-14.279256262350097","-14.279256262350097","-14.279256262350097","-14.278810377939651","-14.278810377939651","-14.278810377939651","-14.27905681276317","-14.27905681276317","-14.27905681276317","-14.279284914499032","-14.279284914499032","-14.279284914499032","-14.279280281346187","-14.279280281346187","-14.279280281346187"
"87","","","","","","","-14.271537737302616","-14.271537737302616","-14.271537737302616","-14.27925088839402","-14.27925088839402","-14.27925088839402","-14.278914790974664","-14.278914790974664","-14.278914790974664","-14.278889159980125","-14.278889159980125","-14.278889159980125","-14.279153184913945","-14.279153184913945","-14.279153184913945","-14.279737998006073","-14.279737998006073","-14.279737998006073","-14.279024879468476","-14.279024879468476","-14.279024879468476","-14.27958484943727","-14.27958484943727","-14.27958484943727"
"88","","","","","","","-14.272454482148515","-14.272454482148515","-14.272454482148515","-14.279378760710845","-14.279378760710845","-14.279378760710845","-14.279172936270495","-14.279172936270495","-14.279172936270495","-14.279095938771263","-14.279095938771263","-14.279095938771263","-14.279337553229922","-14.279337553229922","-14.279337553229922","-14.279328665854027","-14.279328665854027","-14.279328665854027","-14.279295298291334","-14.279295298291334","-14.279295298291334","-14.279803470795056","-14.279803470795056","-14.279803470795056"
"89","","","","","","","-14.270988516023419","-14.270988516023419","-14.270988516023419","-14.27887251372282","-14.27887251372282","-14.27887251372282","-14.27878514038754","-14.27878514038754","-14.27878514038754","-14.278806924387432","-14.278806924387432","-14.278806924387432","-14.27884775526975","-14.27884775526975","-14.27884775526975","-14.279204395580312","-14.279204395580312","-14.279204395580312","-14.27856883139365","-14.27856883139365","-14.27856883139365","-14.279028050467973","-14.279028050467973","-14.279028050467973"
