"Step","geocnn-4-4-8-8-8-4 - delta","geocnn-4-4-8-8-8-4 - delta__MIN","geocnn-4-4-8-8-8-4 - delta__MAX","geocnn-8-8-8-4-4 - delta","geocnn-8-8-8-4-4 - delta__MIN","geocnn-8-8-8-4-4 - delta__MAX","geocnn-8-8-8 - delta","geocnn-8-8-8 - delta__MIN","geocnn-8-8-8 - delta__MAX","cnn-8_4-4-1 - delta","cnn-8_4-4-1 - delta__MIN","cnn-8_4-4-1 - delta__MAX","cnn-4-4_8-1 - delta","cnn-4-4_8-1 - delta__MIN","cnn-4-4_8-1 - delta__MAX","cnn-4-4_1 - delta","cnn-4-4_1 - delta__MIN","cnn-4-4_1 - delta__MAX","cnn-8-8-8_4-4-1 - delta","cnn-8-8-8_4-4-1 - delta__MIN","cnn-8-8-8_4-4-1 - delta__MAX","cnn-8-8_4-4-1 - delta","cnn-8-8_4-4-1 - delta__MIN","cnn-8-8_4-4-1 - delta__MAX","cnn-4-4_8-8-8-1 - delta","cnn-4-4_8-8-8-1 - delta__MIN","cnn-4-4_8-8-8-1 - delta__MAX","cnn-4-4_8-8-1 - delta","cnn-4-4_8-8-1 - delta__MIN","cnn-4-4_8-8-1 - delta__MAX"
"89","","","","","","","0.0005887820436000077","0.0005887820436000077","0.0005887820436000077","0.000036658009986096545","0.000036658009986096545","0.000036658009986096545","0.000042776849706599934","0.000042776849706599934","0.000042776849706599934","0.000041251294988464044","0.000041251294988464044","0.000041251294988464044","0.00003839186855591033","0.00003839186855591033","0.00003839186855591033","0.000013416000433611226","0.000013416000433611226","0.000013416000433611226","0.000057925179116004565","0.000057925179116004565","0.000057925179116004565","0.00002576562031487831","0.00002576562031487831","0.00002576562031487831"
"90","","","","","","","0.0002849914354347841","0.0002849914354347841","0.0002849914354347841","0.0000813460919570927","0.0000813460919570927","0.0000813460919570927","0.00007379535434068888","0.00007379535434068888","0.00007379535434068888","0.00005638553613944467","0.00005638553613944467","0.00005638553613944467","0.000028861088685454068","0.000028861088685454068","0.000028861088685454068","0.000050002993534267546","0.000050002993534267546","0.000050002993534267546","0.00005005514362332108","0.00005005514362332108","0.00005005514362332108","0.000009901141602244269","0.000009901141602244269","0.000009901141602244269"
"91","","","","","","","0.00042394300504081046","0.00042394300504081046","0.00042394300504081046","0.000038017624206117484","0.000038017624206117484","0.000038017624206117484","0.000015421743407555977","0.000015421743407555977","0.000015421743407555977","0.000005570110800662527","0.000005570110800662527","0.000005570110800662527","0.00003811926130481235","0.00003811926130481235","0.00003811926130481235","0.0000490471224633053","0.0000490471224633053","0.0000490471224633053","0.000029645398337786023","0.000029645398337786023","0.000029645398337786023","0.00001645094964725279","0.00001645094964725279","0.00001645094964725279"
"92","","","","","","","0.00037815025027975645","0.00037815025027975645","0.00037815025027975645","0.00002307996727263264","0.00002307996727263264","0.00002307996727263264","0.000008706578132486238","0.000008706578132486238","0.000008706578132486238","0.00000458213189809476","0.00000458213189809476","0.00000458213189809476","0.000005772588460631165","0.000005772588460631165","0.000005772588460631165","0.000024873712882432983","0.000024873712882432983","0.000024873712882432983","0.00001284368539493979","0.00001284368539493979","0.00001284368539493979","0.000019341705040034618","0.000019341705040034618","0.000019341705040034618"
"93","","","","","","","0.0002498889282691529","0.0002498889282691529","0.0002498889282691529","0.00003263419768756668","0.00003263419768756668","0.00003263419768756668","0.000004398658422617881","0.000004398658422617881","0.000004398658422617881","0.000017169392203128553","0.000017169392203128553","0.000017169392203128553","0.000022818756704114666","0.000022818756704114666","0.000022818756704114666","0.00003185737117994152","0.00003185737117994152","0.00003185737117994152","0.000028438419858876854","0.000028438419858876854","0.000028438419858876854","0.000040297169568693373","0.000040297169568693373","0.000040297169568693373"
"94","","","","","","","0.00039477400952484426","0.00039477400952484426","0.00039477400952484426","0.000025656366237355377","0.000025656366237355377","0.000025656366237355377","0.000036597690849805526","0.000036597690849805526","0.000036597690849805526","0.00003559365898365479","0.00003559365898365479","0.00003559365898365479","0.00004123683193784832","0.00004123683193784832","0.00004123683193784832","0.0000413364867209472","0.0000413364867209472","0.0000413364867209472","0.00003478034733900177","0.00003478034733900177","0.00003478034733900177","0.00003439114295450295","0.00003439114295450295","0.00003439114295450295"
"95","","","","","","","0.0005368832954946734","0.0005368832954946734","0.0005368832954946734","0.00005897554271296717","0.00005897554271296717","0.00005897554271296717","0.00004966149263140477","0.00004966149263140477","0.00004966149263140477","0.00003174485429695762","0.00003174485429695762","0.00003174485429695762","0.00006022196491255133","0.00006022196491255133","0.00006022196491255133","0.00006092543660246209","0.00006092543660246209","0.00006092543660246209","0.00004692399674956682","0.00004692399674956682","0.00004692399674956682","0.0000301388373694577","0.0000301388373694577","0.0000301388373694577"
"96","","","","","","","0.0005109817942461595","0.0005109817942461595","0.0005109817942461595","0.00006347750534055646","0.00006347750534055646","0.00006347750534055646","0.00007465500870229104","0.00007465500870229104","0.00007465500870229104","0.00008016831892732477","0.00008016831892732477","0.00008016831892732477","0.00009966563478021826","0.00009966563478021826","0.00009966563478021826","0.00007479540151975522","0.00007479540151975522","0.00007479540151975522","0.00007317507316284644","0.00007317507316284644","0.00007317507316284644","0.000006404257568642908","0.000006404257568642908","0.000006404257568642908"
"97","","","","","","","0.0002639009879341006","0.0002639009879341006","0.0002639009879341006","0.000008438568936723011","0.000008438568936723011","0.000008438568936723011","0.000029431126536744014","0.000029431126536744014","0.000029431126536744014","0.000015654820613461094","0.000015654820613461094","0.000015654820613461094","0.00004431670178823705","0.00004431670178823705","0.00004431670178823705","0.000010298691753633247","0.000010298691753633247","0.000010298691753633247","0.00001865375087372062","0.00001865375087372062","0.00001865375087372062","0.000011505170653219362","0.000011505170653219362","0.000011505170653219362"
"98","","","","","","","0.0005026885281890016","0.0005026885281890016","0.0005026885281890016","0.00003156669681869053","0.00003156669681869053","0.00003156669681869053","0.0000011568646883335943","0.0000011568646883335943","0.0000011568646883335943","0.000003519271702500132","0.000003519271702500132","0.000003519271702500132","0.00002172432465667239","0.00002172432465667239","0.00002172432465667239","0.000010957679434744569","0.000010957679434744569","0.000010957679434744569","0.0000010696468403831835","0.0000010696468403831835","0.0000010696468403831835","0.000027810719876006932","0.000027810719876006932","0.000027810719876006932"
"99","","","","","","","0.00041682629222080297","0.00041682629222080297","0.00041682629222080297","0.000013827228714044592","0.000013827228714044592","0.000013827228714044592","0.000002733157822002781","0.000002733157822002781","0.000002733157822002781","4.864381658559128e-7","4.864381658559128e-7","4.864381658559128e-7","0.000023319071119945645","0.000023319071119945645","0.000023319071119945645","0.000003168839594161985","0.000003168839594161985","0.000003168839594161985","0.000024452256952608377","0.000024452256952608377","0.000024452256952608377","0.00003448711495550605","0.00003448711495550605","0.00003448711495550605"
"100","","","","","","","0.00030896047789983916","0.00030896047789983916","0.00030896047789983916","0.000023827869089847015","0.000023827869089847015","0.000023827869089847015","0.000052583551288724335","0.000052583551288724335","0.000052583551288724335","0.000030092421074014644","0.000030092421074014644","0.000030092421074014644","0.000042887921295222475","0.000042887921295222475","0.000042887921295222475","0.000036248756865398035","0.000036248756865398035","0.000036248756865398035","0.00006322189092563399","0.00006322189092563399","0.00006322189092563399","0.000018584910115466636","0.000018584910115466636","0.000018584910115466636"
"101","","","","","","","0.00040136152817076996","0.00040136152817076996","0.00040136152817076996","0.00002598313927372756","0.00002598313927372756","0.00002598313927372756","0.000021237395060066607","0.000021237395060066607","0.000021237395060066607","0.00003190000042071252","0.00003190000042071252","0.00003190000042071252","0.000016859083567784876","0.000016859083567784876","0.000016859083567784876","0.000007589564957104444","0.000007589564957104444","0.000007589564957104444","0.00000842515884178178","0.00000842515884178178","0.00000842515884178178","0.000033617312235827715","0.000033617312235827715","0.000033617312235827715"
"102","","","","","","","0.0005731962862210118","0.0005731962862210118","0.0005731962862210118","0.0000361558990496752","0.0000361558990496752","0.0000361558990496752","0.000013389714556899836","0.000013389714556899836","0.000013389714556899836","0.000010382565020415092","0.000010382565020415092","0.000010382565020415092","0.000004541653503569231","0.000004541653503569231","0.000004541653503569231","0.0000032538901600147945","0.0000032538901600147945","0.0000032538901600147945","0.000012166237393193268","0.000012166237393193268","0.000012166237393193268","0.000009849847626144526","0.000009849847626144526","0.000009849847626144526"
"103","","","","","","","0.0005673886948158733","0.0005673886948158733","0.0005673886948158733","0.000055566690663231904","0.000055566690663231904","0.000055566690663231904","0.000014474394344196505","0.000014474394344196505","0.000014474394344196505","0.000006165854674146019","0.000006165854674146019","0.000006165854674146019","0.000016999034059408432","0.000016999034059408432","0.000016999034059408432","0.0000032853671379546612","0.0000032853671379546612","0.0000032853671379546612","0.000023274665426045843","0.000023274665426045843","0.000023274665426045843","0.00004447974727122859","0.00004447974727122859","0.00004447974727122859"
"104","","","","","","","0.00023195946046780148","0.00023195946046780148","0.00023195946046780148","0.00004822119469115252","0.00004822119469115252","0.00004822119469115252","0.000059089284880082655","0.000059089284880082655","0.000059089284880082655","0.00005216680898145999","0.00005216680898145999","0.00005216680898145999","0.000028405584588700232","0.000028405584588700232","0.000028405584588700232","0.00006755908555880796","0.00006755908555880796","0.00006755908555880796","0.000043115704100504005","0.000043115704100504005","0.000043115704100504005","0.00003876697586102994","0.00003876697586102994","0.00003876697586102994"
"105","","","","","","","0.0004359182082893582","0.0004359182082893582","0.0004359182082893582","0.00000732599662259851","0.00000732599662259851","0.00000732599662259851","0.000004529345314830994","0.000004529345314830994","0.000004529345314830994","0.000018257000518535076","0.000018257000518535076","0.000018257000518535076","0.000025817928365432797","0.000025817928365432797","0.000025817928365432797","0.00002936815711309275","0.00002936815711309275","0.00002936815711309275","0.000006376641737268132","0.000006376641737268132","0.000006376641737268132","0.000004631897181825253","0.000004631897181825253","0.000004631897181825253"
"106","","","","","","","0.0005262441706168577","0.0005262441706168577","0.0005262441706168577","0.00001608879422498054","0.00001608879422498054","0.00001608879422498054","0.000031754774174656634","0.000031754774174656634","0.000031754774174656634","0.00002235333854610823","0.00002235333854610823","0.00002235333854610823","0.000015900097321567174","0.000015900097321567174","0.000015900097321567174","0.00001785623643483684","0.00001785623643483684","0.00001785623643483684","0.000007140371890729481","0.000007140371890729481","0.000007140371890729481","0.000014467792614407924","0.000014467792614407924","0.000014467792614407924"
"107","","","","","","","0.00030038513861029335","0.00030038513861029335","0.00030038513861029335","0.000039577948910481194","0.000039577948910481194","0.000039577948910481194","0.00006813721430751503","0.00006813721430751503","0.00006813721430751503","0.00004765568381701917","0.00004765568381701917","0.00004765568381701917","0.000012800150823724149","0.000012800150823724149","0.000012800150823724149","0.000020554985597747527","0.000020554985597747527","0.000020554985597747527","0.00006721448908886638","0.00006721448908886638","0.00006721448908886638","0.00006439863512437058","0.00006439863512437058","0.00006439863512437058"
"108","","","","","","","0.0003371135731218781","0.0003371135731218781","0.0003371135731218781","0.0000036947115020713934","0.0000036947115020713934","0.0000036947115020713934","0.000020248640636711143","0.000020248640636711143","0.000020248640636711143","0.000008768686980209418","0.000008768686980209418","0.000008768686980209418","0.000014363147085732862","0.000014363147085732862","0.000014363147085732862","0.00003463291565724418","0.00003463291565724418","0.00003463291565724418","0.000017689072512495038","0.000017689072512495038","0.000017689072512495038","0.000021436268582001375","0.000021436268582001375","0.000021436268582001375"
"109","","","","","","","0.00039172593211113686","0.00039172593211113686","0.00039172593211113686","0.000027055644112148547","0.000027055644112148547","0.000027055644112148547","0.00002534924000066297","0.00002534924000066297","0.00002534924000066297","0.00003023956861759156","0.00003023956861759156","0.00003023956861759156","0.00004765632435945415","0.00004765632435945415","0.00004765632435945415","0.000008575596028999857","0.000008575596028999857","0.000008575596028999857","0.0000189277314628619","0.0000189277314628619","0.0000189277314628619","0.00005993466466801422","0.00005993466466801422","0.00005993466466801422"
"110","","","","","","","0.0003325937257322662","0.0003325937257322662","0.0003325937257322662","0.000001025401327404789","0.000001025401327404789","0.000001025401327404789","0.000010276817406774226","0.000010276817406774226","0.000010276817406774226","0.00000764442703989802","0.00000764442703989802","0.00000764442703989802","0.000012683735877853467","0.000012683735877853467","0.000012683735877853467","0.000025562536109750143","0.000025562536109750143","0.000025562536109750143","0.000001475328119153527","0.000001475328119153527","0.000001475328119153527","0.000016441989609714298","0.000016441989609714298","0.000016441989609714298"
"111","","","","","","","0.0005125715375576935","0.0005125715375576935","0.0005125715375576935","0.00001113067452504441","0.00001113067452504441","0.00001113067452504441","0.000004665240632216356","0.000004665240632216356","0.000004665240632216356","0.0000033704654435509702","0.0000033704654435509702","0.0000033704654435509702","0.000006181954104860469","0.000006181954104860469","0.000006181954104860469","0.000015650472797929182","0.000015650472797929182","0.000015650472797929182","0.000009872123371120514","0.000009872123371120514","0.000009872123371120514","0.000017345662865439276","0.000017345662865439276","0.000017345662865439276"
"112","","","","","","","0.0002636541188337351","0.0002636541188337351","0.0002636541188337351","0.000008008703724478737","0.000008008703724478737","0.000008008703724478737","0.0000070005016706930666","0.0000070005016706930666","0.0000070005016706930666","0.000002220282783712251","0.000002220282783712251","0.000002220282783712251","0.00002384722381985104","0.00002384722381985104","0.00002384722381985104","0.000020427889900867974","0.000020427889900867974","0.000020427889900867974","0.000004033124632759394","0.000004033124632759394","0.000004033124632759394","0.00002034761373456326","0.00002034761373456326","0.00002034761373456326"
"113","","","","","","","0.0002404704137376681","0.0002404704137376681","0.0002404704137376681","0.00007672480693958105","0.00007672480693958105","0.00007672480693958105","0.000059813908492845404","0.000059813908492845404","0.000059813908492845404","0.00004219466022508976","0.00004219466022508976","0.00004219466022508976","0.00004024363382114523","0.00004024363382114523","0.00004024363382114523","0.00007212181543325359","0.00007212181543325359","0.00007212181543325359","0.000060917869054844486","0.000060917869054844486","0.000060917869054844486","0.000046636929257302677","0.000046636929257302677","0.000046636929257302677"
"114","","","","","","","0.0004848542676752399","0.0004848542676752399","0.0004848542676752399","0.00003309841400549246","0.00003309841400549246","0.00003309841400549246","0.00005920509191301584","0.00005920509191301584","0.00005920509191301584","0.00006729666816413313","0.00006729666816413313","0.00006729666816413313","0.00009495215345940228","0.00009495215345940228","0.00009495215345940228","0.00006711067817893976","0.00006711067817893976","0.00006711067817893976","0.00006059359798669952","0.00006059359798669952","0.00006059359798669952","0.000028142210461625418","0.000028142210461625418","0.000028142210461625418"
"115","","","","","","","0.0003920721400788142","0.0003920721400788142","0.0003920721400788142","0.00003111561933802572","0.00003111561933802572","0.00003111561933802572","0.0000029261116079077823","0.0000029261116079077823","0.0000029261116079077823","0.0000031430483181612683","0.0000031430483181612683","0.0000031430483181612683","0.000030850168354092736","0.000030850168354092736","0.000030850168354092736","0.00005610369342000537","0.00005610369342000537","0.00005610369342000537","0.0000036782392195565263","0.0000036782392195565263","0.0000036782392195565263","0.000021433947997431413","0.000021433947997431413","0.000021433947997431413"
"116","","","","","","","0.00032885480600188644","0.00032885480600188644","0.00032885480600188644","0.00007974896428091973","0.00007974896428091973","0.00007974896428091973","0.00002810055546765459","0.00002810055546765459","0.00002810055546765459","0.000013655081964310914","0.000013655081964310914","0.000013655081964310914","0.00006058975686654364","0.00006058975686654364","0.00006058975686654364","0.00002415787547786579","0.00002415787547786579","0.00002415787547786579","0.00004514379399749631","0.00004514379399749631","0.00004514379399749631","0.00002087477263634289","0.00002087477263634289","0.00002087477263634289"
"117","","","","","","","0.00040862155216130265","0.00040862155216130265","0.00040862155216130265","0.00004106567301541362","0.00004106567301541362","0.00004106567301541362","0.000023115586161217046","0.000023115586161217046","0.000023115586161217046","0.000017191918059651035","0.000017191918059651035","0.000017191918059651035","0.000008185039851044814","0.000008185039851044814","0.000008185039851044814","0.0000065108944530618545","0.0000065108944530618545","0.0000065108944530618545","0.00004306682306104523","0.00004306682306104523","0.00004306682306104523","0.00004301659477967714","0.00004301659477967714","0.00004301659477967714"
"118","","","","","","","0.000500749339009582","0.000500749339009582","0.000500749339009582","0.000044845508652875043","0.000044845508652875043","0.000044845508652875043","0.000015074843222306034","0.000015074843222306034","0.000015074843222306034","0.0000032494832885691764","0.0000032494832885691764","0.0000032494832885691764","0.0000033834814440236347","0.0000033834814440236347","0.0000033834814440236347","0.000007834085054217873","0.000007834085054217873","0.000007834085054217873","0.000014196688492847899","0.000014196688492847899","0.000014196688492847899","0.00002758198389641455","0.00002758198389641455","0.00002758198389641455"
"119","","","","","","","0.0004905319343308527","0.0004905319343308527","0.0004905319343308527","0.000053709217547011306","0.000053709217547011306","0.000053709217547011306","0.00004787014620570114","0.00004787014620570114","0.00004787014620570114","0.000037800935489625066","0.000037800935489625066","0.000037800935489625066","0.00004601300157650926","0.00004601300157650926","0.00004601300157650926","0.00004097763067499884","0.00004097763067499884","0.00004097763067499884","0.000059540266497486496","0.000059540266497486496","0.000059540266497486496","0.000005264640048549902","0.000005264640048549902","0.000005264640048549902"
